State,State Abbreviation,Education Level of Mother,Year,Number of Births,Total Births in State,Average Age of Mother (years)
Louisiana,LA,Doctorate,2017,1172,61018,33.15
Louisiana,LA,High School Grad,2017,19503,61018,25.8
Louisiana,LA,Master's Degree,2017,3453,61018,32
Louisiana,LA,Some College Credit,2017,12872,61018,27.1
Louisiana,LA,Unknown,2017,420,61018,28.85
Louisiana,LA,9th > 12th Grade,2018,7147,59615,24.7
Louisiana,LA,> 8th Grade,2018,1635,59615,27.2
Louisiana,LA,Associate Degree,2018,4582,59615,29.25
Louisiana,LA,Bahcelor's Degree,2018,9747,59615,30.65
Louisiana,LA,Doctorate,2018,1196,59615,33.25
Louisiana,LA,High School Grad,2018,19315,59615,25.85
Louisiana,LA,Master's Degree,2018,3407,59615,32.2
Louisiana,LA,Some College Credit,2018,12217,59615,27.2
Louisiana,LA,Unknown,2018,369,59615,28.45
Louisiana,LA,9th > 12th Grade,2019,6694,58941,24.6
Louisiana,LA,> 8th Grade,2019,1655,58941,27.45
Louisiana,LA,Associate Degree,2019,4511,58941,29.45
Louisiana,LA,Bahcelor's Degree,2019,9556,58941,30.7
Louisiana,LA,Doctorate,2019,1186,58941,33.35
Louisiana,LA,High School Grad,2019,19859,58941,26.05
Louisiana,LA,Master's Degree,2019,3567,58941,32.3
Louisiana,LA,Some College Credit,2019,11550,58941,27.35
Louisiana,LA,Unknown,2019,363,58941,27.7
Louisiana,LA,9th > 12th Grade,2020,6196,57328,24.7
Louisiana,LA,> 8th Grade,2020,1616,57328,27.75
Louisiana,LA,Associate Degree,2020,4413,57328,29.55
Louisiana,LA,Bahcelor's Degree,2020,9416,57328,30.7
Louisiana,LA,Doctorate,2020,1207,57328,33.6
Louisiana,LA,High School Grad,2020,19770,57328,26
Louisiana,LA,Master's Degree,2020,3560,57328,32.4
Louisiana,LA,Some College Credit,2020,10878,57328,27.55
Louisiana,LA,Unknown,2020,272,57328,29.05
Louisiana,LA,9th > 12th Grade,2021,6063,57437,24.7
Louisiana,LA,> 8th Grade,2021,1550,57437,27.65
Louisiana,LA,Associate Degree,2021,4578,57437,29.65
Louisiana,LA,Bahcelor's Degree,2021,9591,57437,30.8
Louisiana,LA,Doctorate,2021,1252,57437,33.45
Louisiana,LA,High School Grad,2021,19762,57437,26.2
Louisiana,LA,Master's Degree,2021,3678,57437,32.35
Louisiana,LA,Some College Credit,2021,10654,57437,27.7
Louisiana,LA,Unknown,2021,309,57437,28
Maine,ME,9th > 12th Grade,2016,676,12698,23.8
Maine,ME,> 8th Grade,2016,162,12698,29.7
Maine,ME,Associate Degree,2016,1245,12698,29.65
Maine,ME,Bahcelor's Degree,2016,2818,12698,31.1
Maine,ME,Doctorate,2016,379,12698,33.3
Maine,ME,High School Grad,2016,3531,12698,26.2
Maine,ME,Master's Degree,2016,1243,12698,32.75
Maine,ME,Some College Credit,2016,2628,12698,27.65
Maine,ME,Unknown,2016,16,12698,34.1
Maine,ME,9th > 12th Grade,2017,664,12289,24.1
Maine,ME,> 8th Grade,2017,204,12289,30.9
Maine,ME,Associate Degree,2017,1204,12289,29.7
Maine,ME,Bahcelor's Degree,2017,2777,12289,31.25
Maine,ME,Doctorate,2017,359,12289,33.45
Maine,ME,High School Grad,2017,3329,12289,26.5
Maine,ME,Master's Degree,2017,1180,12289,32.8
Maine,ME,Some College Credit,2017,2560,12289,27.75
Maine,ME,Unknown,2017,12,12289,33.2
Maine,ME,9th > 12th Grade,2018,628,12306,24.05
Maine,ME,> 8th Grade,2018,191,12306,30.25
Maine,ME,Associate Degree,2018,1186,12306,29.7
Maine,ME,Bahcelor's Degree,2018,2799,12306,31.35
Maine,ME,Doctorate,2018,368,12306,33.65
Maine,ME,High School Grad,2018,3303,12306,26.7
Maine,ME,Master's Degree,2018,1155,12306,32.95
Maine,ME,Some College Credit,2018,2663,12306,28.3
Maine,ME,Unknown,2018,13,12306,31.2
Maine,ME,9th > 12th Grade,2019,630,11779,24.7
Maine,ME,> 8th Grade,2019,162,11779,30
Maine,ME,Associate Degree,2019,1114,11779,29.9
Maine,ME,Bahcelor's Degree,2019,2763,11779,31.5
Maine,ME,Doctorate,2019,387,11779,33.9
Maine,ME,High School Grad,2019,2920,11779,27
Maine,ME,Master's Degree,2019,1209,11779,33.15
Maine,ME,Some College Credit,2019,2563,11779,28.3
Maine,ME,Unknown,2019,31,11779,30.1
Maine,ME,9th > 12th Grade,2020,628,11539,24.65
Maine,ME,> 8th Grade,2020,167,11539,30.2
Maine,ME,Associate Degree,2020,982,11539,29.95
Maine,ME,Bahcelor's Degree,2020,2750,11539,31.6
Maine,ME,Doctorate,2020,366,11539,33.95
Maine,ME,High School Grad,2020,2892,11539,26.8
Maine,ME,Master's Degree,2020,1241,11539,33.25
Maine,ME,Some College Credit,2020,2446,11539,28.7
Maine,ME,Unknown,2020,67,11539,32.2
Maine,ME,9th > 12th Grade,2021,603,12006,24.55
Maine,ME,> 8th Grade,2021,194,12006,29.65
Maine,ME,Associate Degree,2021,1094,12006,30.05
Maine,ME,Bahcelor's Degree,2021,3094,12006,31.6
Maine,ME,Doctorate,2021,421,12006,33.9
Maine,ME,High School Grad,2021,2855,12006,27.25
Maine,ME,Master's Degree,2021,1326,12006,33.05
Maine,ME,Some College Credit,2021,2377,12006,28.95
Maine,ME,Unknown,2021,42,12006,31.95
Maryland,MD,9th > 12th Grade,2016,6219,73136,25.7
Maryland,MD,> 8th Grade,2016,3113,73136,29.6
Maryland,MD,Associate Degree,2016,4703,73136,30.55
Maryland,MD,Bahcelor's Degree,2016,15757,73136,31.65
Maryland,MD,Doctorate,2016,3278,73136,34.35
Maryland,MD,High School Grad,2016,14657,73136,26.8
Maryland,MD,Master's Degree,2016,10590,73136,33.1
Maryland,MD,Some College Credit,2016,14412,73136,28.4
Maryland,MD,Unknown,2016,407,73136,30.2
Maryland,MD,9th > 12th Grade,2017,5801,71641,26.05
Maryland,MD,> 8th Grade,2017,3065,71641,29.8
Maryland,MD,Associate Degree,2017,4733,71641,30.6
Maryland,MD,Bahcelor's Degree,2017,15527,71641,31.7
Maryland,MD,Doctorate,2017,3243,71641,34.5
Maryland,MD,High School Grad,2017,14434,71641,27.05
Maryland,MD,Master's Degree,2017,10505,71641,33.25
Maryland,MD,Some College Credit,2017,13924,71641,28.5
Maryland,MD,Unknown,2017,409,71641,29.85
Maryland,MD,9th > 12th Grade,2018,5802,71080,26
Maryland,MD,> 8th Grade,2018,3131,71080,30.15
Maryland,MD,Associate Degree,2018,4567,71080,30.8
Maryland,MD,Bahcelor's Degree,2018,15476,71080,31.8
Maryland,MD,Doctorate,2018,3202,71080,34.65
Maryland,MD,High School Grad,2018,14188,71080,27.2
Maryland,MD,Master's Degree,2018,10653,71080,33.3
Maryland,MD,Some College Credit,2018,13647,71080,28.7
Maryland,MD,Unknown,2018,414,71080,29.55
Maryland,MD,9th > 12th Grade,2019,5778,70178,26.15
Maryland,MD,> 8th Grade,2019,3293,70178,29.65
Maryland,MD,Associate Degree,2019,4543,70178,30.65
Maryland,MD,Bahcelor's Degree,2019,15072,70178,31.85
Maryland,MD,Doctorate,2019,3103,70178,34.65
Maryland,MD,High School Grad,2019,14337,70178,27.4
Maryland,MD,Master's Degree,2019,10592,70178,33.4
Maryland,MD,Some College Credit,2019,13009,70178,28.95
Maryland,MD,Unknown,2019,451,70178,30.05
Maryland,MD,9th > 12th Grade,2020,5417,68554,26.05
Maryland,MD,> 8th Grade,2020,3176,68554,30.1
Maryland,MD,Associate Degree,2020,4384,68554,31.05
Maryland,MD,Bahcelor's Degree,2020,15020,68554,32.05
Maryland,MD,Doctorate,2020,3137,68554,34.85
Maryland,MD,High School Grad,2020,14194,68554,27.45
Maryland,MD,Master's Degree,2020,10228,68554,33.45
Maryland,MD,Some College Credit,2020,12633,68554,29.1
Maryland,MD,Unknown,2020,365,68554,30.45
Maryland,MD,9th > 12th Grade,2021,5195,68285,26.6
Maryland,MD,> 8th Grade,2021,3086,68285,30
Maryland,MD,Associate Degree,2021,4462,68285,31
Maryland,MD,Bahcelor's Degree,2021,15194,68285,32.1
Maryland,MD,Doctorate,2021,3275,68285,34.85
Maryland,MD,High School Grad,2021,13779,68285,27.4
Maryland,MD,Master's Degree,2021,10894,68285,33.65
Maryland,MD,Some College Credit,2021,12001,68285,29.25
Maryland,MD,Unknown,2021,399,68285,30.4
Massachusetts,MA,9th > 12th Grade,2016,4615,71317,26.2
Massachusetts,MA,> 8th Grade,2016,1651,71317,29.3
Massachusetts,MA,Associate Degree,2016,4431,71317,31.1
Massachusetts,MA,Bahcelor's Degree,2016,17537,71317,32.2
Massachusetts,MA,Doctorate,2016,3988,71317,34.4
Massachusetts,MA,High School Grad,2016,11189,71317,27.75
Massachusetts,MA,Master's Degree,2016,12670,71317,33.25
Massachusetts,MA,Some College Credit,2016,13241,71317,28.9
Massachusetts,MA,Unknown,2016,1995,71317,31.3
Massachusetts,MA,9th > 12th Grade,2017,4522,70702,26.45
Massachusetts,MA,> 8th Grade,2017,1636,70702,29.8
Massachusetts,MA,Associate Degree,2017,4355,70702,31.1
Massachusetts,MA,Bahcelor's Degree,2017,17254,70702,32.3
Massachusetts,MA,Doctorate,2017,3890,70702,34.4
Massachusetts,MA,High School Grad,2017,11055,70702,27.75
Massachusetts,MA,Master's Degree,2017,12419,70702,33.35
Massachusetts,MA,Some College Credit,2017,12858,70702,29.05
Massachusetts,MA,Unknown,2017,2713,70702,31.7
Massachusetts,MA,9th > 12th Grade,2018,4157,69109,26.65
Massachusetts,MA,> 8th Grade,2018,1488,69109,29.85
Massachusetts,MA,Associate Degree,2018,4182,69109,31.25
Massachusetts,MA,Bahcelor's Degree,2018,17385,69109,32.35
Massachusetts,MA,Doctorate,2018,4068,69109,34.4
Massachusetts,MA,High School Grad,2018,10954,69109,28
Massachusetts,MA,Master's Degree,2018,12871,69109,33.4
Massachusetts,MA,Some College Credit,2018,12377,69109,29.3
Massachusetts,MA,Unknown,2018,1627,69109,31.5
Massachusetts,MA,9th > 12th Grade,2019,4080,69117,26.9
Massachusetts,MA,> 8th Grade,2019,1437,69117,30.1
Massachusetts,MA,Associate Degree,2019,4252,69117,31.35
Massachusetts,MA,Bahcelor's Degree,2019,17482,69117,32.45
Massachusetts,MA,Doctorate,2019,4135,69117,34.5
Massachusetts,MA,High School Grad,2019,10883,69117,28.05
Massachusetts,MA,Master's Degree,2019,12947,69117,33.55
Massachusetts,MA,Some College Credit,2019,12086,69117,29.5
Massachusetts,MA,Unknown,2019,1815,69117,31.5
Massachusetts,MA,9th > 12th Grade,2020,3799,66428,26.9
Massachusetts,MA,> 8th Grade,2020,1361,66428,30
Massachusetts,MA,Associate Degree,2020,3904,66428,31.55
Massachusetts,MA,Bahcelor's Degree,2020,16994,66428,32.55
Massachusetts,MA,Doctorate,2020,4013,66428,34.6
Massachusetts,MA,High School Grad,2020,10978,66428,28.25
Massachusetts,MA,Master's Degree,2020,12502,66428,33.65
Massachusetts,MA,Some College Credit,2020,11169,66428,29.7
Massachusetts,MA,Unknown,2020,1708,66428,31.75
Massachusetts,MA,9th > 12th Grade,2021,3773,69137,27.3
Massachusetts,MA,> 8th Grade,2021,1189,69137,30.1
Massachusetts,MA,Associate Degree,2021,4089,69137,31.5
Massachusetts,MA,Bahcelor's Degree,2021,18531,69137,32.65
Massachusetts,MA,Doctorate,2021,4310,69137,34.75
Massachusetts,MA,High School Grad,2021,10811,69137,28.1
Massachusetts,MA,Master's Degree,2021,13762,69137,33.7
Massachusetts,MA,Some College Credit,2021,11061,69137,29.95
Massachusetts,MA,Unknown,2021,1611,69137,31.1
Michigan,MI,9th > 12th Grade,2016,10583,113315,24.15
Michigan,MI,> 8th Grade,2016,2241,113315,29.35
Michigan,MI,Associate Degree,2016,9932,113315,29.85
Michigan,MI,Bahcelor's Degree,2016,21964,113315,30.95
Michigan,MI,Doctorate,2016,2705,113315,33
Michigan,MI,High School Grad,2016,28259,113315,26.1
Michigan,MI,Master's Degree,2016,9533,113315,32.5
Michigan,MI,Some College Credit,2016,26973,113315,27.65
Michigan,MI,Unknown,2016,1125,113315,28
Michigan,MI,9th > 12th Grade,2017,10252,111426,24.35
Michigan,MI,> 8th Grade,2017,2311,111426,29.65
Michigan,MI,Associate Degree,2017,9518,111426,29.9
Michigan,MI,Bahcelor's Degree,2017,22200,111426,31
Michigan,MI,Doctorate,2017,2681,111426,33.2
Michigan,MI,High School Grad,2017,28028,111426,26.25
Michigan,MI,Master's Degree,2017,9433,111426,32.6
Michigan,MI,Some College Credit,2017,25861,111426,27.9
Michigan,MI,Unknown,2017,1142,111426,28.6
Michigan,MI,9th > 12th Grade,2018,9624,110032,24.5
Michigan,MI,> 8th Grade,2018,2244,110032,29.6
Michigan,MI,Associate Degree,2018,9423,110032,29.95
Michigan,MI,Bahcelor's Degree,2018,22410,110032,31.05
Michigan,MI,Doctorate,2018,2836,110032,33.3
Michigan,MI,High School Grad,2018,27793,110032,26.25
Michigan,MI,Master's Degree,2018,9542,110032,32.6
Michigan,MI,Some College Credit,2018,25100,110032,28.05
Michigan,MI,Unknown,2018,1060,110032,28.4
Michigan,MI,9th > 12th Grade,2019,9206,107886,24.65
Michigan,MI,> 8th Grade,2019,2060,107886,29.8
Michigan,MI,Associate Degree,2019,9055,107886,30.15
Michigan,MI,Bahcelor's Degree,2019,22331,107886,31.15
Michigan,MI,Doctorate,2019,2786,107886,33.35
Michigan,MI,High School Grad,2019,27980,107886,26.4
Michigan,MI,Master's Degree,2019,9665,107886,32.6
Michigan,MI,Some College Credit,2019,23715,107886,28.25
Michigan,MI,Unknown,2019,1088,107886,29.15
Michigan,MI,9th > 12th Grade,2020,8546,104074,24.65
Michigan,MI,> 8th Grade,2020,2139,104074,29.8
Michigan,MI,Associate Degree,2020,8965,104074,30.25
Michigan,MI,Bahcelor's Degree,2020,21237,104074,31.25
Michigan,MI,Doctorate,2020,2759,104074,33.4
Michigan,MI,High School Grad,2020,27691,104074,26.65
Michigan,MI,Master's Degree,2020,9212,104074,32.55
Michigan,MI,Some College Credit,2020,22733,104074,28.6
Michigan,MI,Unknown,2020,792,104074,29.65
Michigan,MI,9th > 12th Grade,2021,7956,104980,24.8
Michigan,MI,> 8th Grade,2021,1946,104980,29.8
Michigan,MI,Associate Degree,2021,9299,104980,30.35
Michigan,MI,Bahcelor's Degree,2021,21980,104980,31.3
Michigan,MI,Doctorate,2021,2986,104980,33.4
Michigan,MI,High School Grad,2021,27780,104980,26.9
Michigan,MI,Master's Degree,2021,9545,104980,32.75
Michigan,MI,Some College Credit,2021,22583,104980,28.8
Michigan,MI,Unknown,2021,905,104980,29.9
Minnesota,MN,9th > 12th Grade,2016,4831,69749,25.55
Minnesota,MN,> 8th Grade,2016,2412,69749,30.7
Minnesota,MN,Associate Degree,2016,9096,69749,30
Minnesota,MN,Bahcelor's Degree,2016,18737,69749,31.1
Minnesota,MN,Doctorate,2016,2218,69749,33.2
Minnesota,MN,High School Grad,2016,11557,69749,26.95
Minnesota,MN,Master's Degree,2016,7207,69749,32.65
Minnesota,MN,Some College Credit,2016,12707,69749,28.1
Minnesota,MN,Unknown,2016,984,69749,30.5
Minnesota,MN,9th > 12th Grade,2017,4816,68595,25.65
Minnesota,MN,> 8th Grade,2017,2372,68595,30.8
Minnesota,MN,Associate Degree,2017,8869,68595,30.15
Minnesota,MN,Bahcelor's Degree,2017,18524,68595,31.2
Minnesota,MN,Doctorate,2017,2332,68595,33.4
Minnesota,MN,High School Grad,2017,11513,68595,27.1
Minnesota,MN,Master's Degree,2017,7192,68595,32.7
Minnesota,MN,Some College Credit,2017,12206,68595,28.35
Minnesota,MN,Unknown,2017,771,68595,30.45
Minnesota,MN,9th > 12th Grade,2018,4390,67344,25.8
Minnesota,MN,> 8th Grade,2018,2353,67344,30.7
Minnesota,MN,Associate Degree,2018,8500,67344,30.25
Minnesota,MN,Bahcelor's Degree,2018,18724,67344,31.35
Minnesota,MN,Doctorate,2018,2243,67344,33.55
Minnesota,MN,High School Grad,2018,11329,67344,27.25
Minnesota,MN,Master's Degree,2018,7144,67344,32.7
Minnesota,MN,Some College Credit,2018,12272,67344,28.6
Minnesota,MN,Unknown,2018,389,67344,31.05
Minnesota,MN,9th > 12th Grade,2019,4505,66027,25.65
Minnesota,MN,> 8th Grade,2019,2334,66027,31.15
Minnesota,MN,Associate Degree,2019,8012,66027,30.4
Minnesota,MN,Bahcelor's Degree,2019,18386,66027,31.4
Minnesota,MN,Doctorate,2019,2336,66027,33.45
Minnesota,MN,High School Grad,2019,11152,66027,27.45
Minnesota,MN,Master's Degree,2019,7382,66027,32.85
Minnesota,MN,Some College Credit,2019,11599,66027,28.8
Minnesota,MN,Unknown,2019,321,66027,30.6
Minnesota,MN,9th > 12th Grade,2020,4171,63443,25.95
Minnesota,MN,> 8th Grade,2020,2186,63443,31.2
Minnesota,MN,Associate Degree,2020,7476,63443,30.45
Minnesota,MN,Bahcelor's Degree,2020,17904,63443,31.45
Minnesota,MN,Doctorate,2020,2403,63443,33.6
Minnesota,MN,High School Grad,2020,10793,63443,27.55
Minnesota,MN,Master's Degree,2020,7040,63443,32.85
Minnesota,MN,Some College Credit,2020,11166,63443,28.95
Minnesota,MN,Unknown,2020,304,63443,30.55
Minnesota,MN,9th > 12th Grade,2021,4025,64425,26
Minnesota,MN,> 8th Grade,2021,1995,64425,31.2
Minnesota,MN,Associate Degree,2021,7625,64425,30.6
Minnesota,MN,Bahcelor's Degree,2021,19036,64425,31.5
Minnesota,MN,Doctorate,2021,2464,64425,33.6
Minnesota,MN,High School Grad,2021,10620,64425,27.65
Minnesota,MN,Master's Degree,2021,7634,64425,32.9
Minnesota,MN,Some College Credit,2021,10696,64425,29.1
Minnesota,MN,Unknown,2021,330,64425,31
Mississippi,MS,9th > 12th Grade,2016,4455,37928,23.25
Mississippi,MS,> 8th Grade,2016,858,37928,26.25
Mississippi,MS,Associate Degree,2016,4644,37928,28.15
Mississippi,MS,Bahcelor's Degree,2016,5174,37928,29.95
Mississippi,MS,Doctorate,2016,576,37928,32.7
Mississippi,MS,High School Grad,2016,10724,37928,25
Mississippi,MS,Master's Degree,2016,2146,37928,31.7
Mississippi,MS,Some College Credit,2016,9280,37928,26
Mississippi,MS,Unknown,2016,71,37928,27.35
Mississippi,MS,9th > 12th Grade,2017,4209,37357,23.55
Mississippi,MS,> 8th Grade,2017,792,37357,26.6
Mississippi,MS,Associate Degree,2017,4792,37357,28
Mississippi,MS,Bahcelor's Degree,2017,5092,37357,30
Mississippi,MS,Doctorate,2017,631,37357,32.75
Mississippi,MS,High School Grad,2017,10687,37357,25.1
Mississippi,MS,Master's Degree,2017,2079,37357,31.65
Mississippi,MS,Some College Credit,2017,9007,37357,26.2
Mississippi,MS,Unknown,2017,68,37357,26.85
Mississippi,MS,9th > 12th Grade,2018,3901,37000,23.8
Mississippi,MS,> 8th Grade,2018,770,37000,26.75
Mississippi,MS,Associate Degree,2018,4741,37000,28.15
Mississippi,MS,Bahcelor's Degree,2018,5080,37000,30.05
Mississippi,MS,Doctorate,2018,580,37000,32.95
Mississippi,MS,High School Grad,2018,10859,37000,25.15
Mississippi,MS,Master's Degree,2018,2177,37000,31.9
Mississippi,MS,Some College Credit,2018,8795,37000,26.4
Mississippi,MS,Unknown,2018,97,37000,26.1
Mississippi,MS,9th > 12th Grade,2019,3820,36636,23.8
Mississippi,MS,> 8th Grade,2019,745,36636,26.95
Mississippi,MS,Associate Degree,2019,4876,36636,28.05
Mississippi,MS,Bahcelor's Degree,2019,5020,36636,29.95
Mississippi,MS,Doctorate,2019,628,36636,32.65
Mississippi,MS,High School Grad,2019,10906,36636,25.25
Mississippi,MS,Master's Degree,2019,2148,36636,31.95
Mississippi,MS,Some College Credit,2019,8393,36636,26.6
Mississippi,MS,Unknown,2019,100,36636,27.75
Mississippi,MS,9th > 12th Grade,2020,3468,35473,23.75
Mississippi,MS,> 8th Grade,2020,747,35473,26.8
Mississippi,MS,Associate Degree,2020,4687,35473,28
Mississippi,MS,Bahcelor's Degree,2020,4872,35473,29.9
Mississippi,MS,Doctorate,2020,570,35473,32.9
Mississippi,MS,High School Grad,2020,10971,35473,25.4
Mississippi,MS,Master's Degree,2020,2212,35473,31.75
Mississippi,MS,Some College Credit,2020,7869,35473,26.65
Mississippi,MS,Unknown,2020,77,35473,26.55
Mississippi,MS,9th > 12th Grade,2021,3344,35156,24.05
Mississippi,MS,> 8th Grade,2021,729,35156,27
Mississippi,MS,Associate Degree,2021,4790,35156,28.2
Mississippi,MS,Bahcelor's Degree,2021,5080,35156,29.9
Mississippi,MS,Doctorate,2021,604,35156,33.05
Mississippi,MS,High School Grad,2021,10901,35156,25.45
Mississippi,MS,Master's Degree,2021,2264,35156,31.7
Mississippi,MS,Some College Credit,2021,7347,35156,26.9
Mississippi,MS,Unknown,2021,97,35156,28.55
Missouri,MO,9th > 12th Grade,2016,7292,74705,23.95
Missouri,MO,> 8th Grade,2016,2078,74705,28.7
Missouri,MO,Associate Degree,2016,6611,74705,29
Missouri,MO,Bahcelor's Degree,2016,14391,74705,30.65
Missouri,MO,Doctorate,2016,1783,74705,33.05
Missouri,MO,High School Grad,2016,17983,74705,25.4
Missouri,MO,Master's Degree,2016,6887,74705,32.15
Missouri,MO,Some College Credit,2016,17427,74705,27.2
Missouri,MO,Unknown,2016,253,74705,28.5
Missouri,MO,9th > 12th Grade,2017,6802,73034,24.15
Missouri,MO,> 8th Grade,2017,1961,73034,28.6
Missouri,MO,Associate Degree,2017,6489,73034,29.35
Missouri,MO,Bahcelor's Degree,2017,14179,73034,30.7
Missouri,MO,Doctorate,2017,1701,73034,33.1
Missouri,MO,High School Grad,2017,18136,73034,25.5
Missouri,MO,Master's Degree,2017,6795,73034,32.3
Missouri,MO,Some College Credit,2017,16709,73034,27.25
Missouri,MO,Unknown,2017,262,73034,28.35
Missouri,MO,9th > 12th Grade,2018,6716,73269,24.3
Missouri,MO,> 8th Grade,2018,2011,73269,28.85
Missouri,MO,Associate Degree,2018,6494,73269,29.3
Missouri,MO,Bahcelor's Degree,2018,14256,73269,30.8
Missouri,MO,Doctorate,2018,1722,73269,33.2
Missouri,MO,High School Grad,2018,18489,73269,25.65
Missouri,MO,Master's Degree,2018,6733,73269,32.2
Missouri,MO,Some College Credit,2018,16607,73269,27.5
Missouri,MO,Unknown,2018,241,73269,27.5
Missouri,MO,9th > 12th Grade,2019,6431,72127,24.3
Missouri,MO,> 8th Grade,2019,1986,72127,28.65
Missouri,MO,Associate Degree,2019,6429,72127,29.45
Missouri,MO,Bahcelor's Degree,2019,14236,72127,30.75
Missouri,MO,Doctorate,2019,1837,72127,33.1
Missouri,MO,High School Grad,2019,18247,72127,25.75
Missouri,MO,Master's Degree,2019,6708,72127,32.3
Missouri,MO,Some College Credit,2019,16022,72127,27.6
Missouri,MO,Unknown,2019,231,72127,28.55
Missouri,MO,9th > 12th Grade,2020,6092,69285,24.25
Missouri,MO,> 8th Grade,2020,1947,69285,28.7
Missouri,MO,Associate Degree,2020,6071,69285,29.45
Missouri,MO,Bahcelor's Degree,2020,13714,69285,30.85
Missouri,MO,Doctorate,2020,1767,69285,33.15
Missouri,MO,High School Grad,2020,18065,69285,26
Missouri,MO,Master's Degree,2020,6544,69285,32.3
Missouri,MO,Some College Credit,2020,14834,69285,27.8
Missouri,MO,Unknown,2020,251,69285,29.15
Missouri,MO,9th > 12th Grade,2021,5623,69453,24.45
Missouri,MO,> 8th Grade,2021,1971,69453,28.7
Missouri,MO,Associate Degree,2021,6090,69453,29.55
Missouri,MO,Bahcelor's Degree,2021,14331,69453,30.8
Missouri,MO,Doctorate,2021,1935,69453,33.25
Missouri,MO,High School Grad,2021,17951,69453,26.05
Missouri,MO,Master's Degree,2021,6996,69453,32.35
Missouri,MO,Some College Credit,2021,14292,69453,28.05
Missouri,MO,Unknown,2021,264,69453,29.6
Montana,MT,9th > 12th Grade,2016,1157,12282,23.55
Montana,MT,> 8th Grade,2016,209,12282,27.15
Montana,MT,Associate Degree,2016,1109,12282,29.5
Montana,MT,Bahcelor's Degree,2016,2565,12282,31.15
Montana,MT,Doctorate,2016,246,12282,33.6
Montana,MT,High School Grad,2016,3473,12282,25.9
Montana,MT,Master's Degree,2016,761,12282,32.9
Montana,MT,Some College Credit,2016,2715,12282,27.85
Montana,MT,Unknown,2016,47,12282,29.3
Montana,MT,9th > 12th Grade,2017,1041,11799,23.85
Montana,MT,> 8th Grade,2017,215,11799,27.1
Montana,MT,Associate Degree,2017,1041,11799,29.6
Montana,MT,Bahcelor's Degree,2017,2514,11799,31.25
Montana,MT,Doctorate,2017,313,11799,33.7
Montana,MT,High School Grad,2017,3147,11799,25.9
Montana,MT,Master's Degree,2017,765,11799,33.15
Montana,MT,Some College Credit,2017,2715,11799,27.95
Montana,MT,Unknown,2017,48,11799,27.95
Montana,MT,9th > 12th Grade,2018,947,11513,23.9
Montana,MT,> 8th Grade,2018,216,11513,27.5
Montana,MT,Associate Degree,2018,1026,11513,29.8
Montana,MT,Bahcelor's Degree,2018,2512,11513,31.15
Montana,MT,Doctorate,2018,271,11513,33.2
Montana,MT,High School Grad,2018,3138,11513,26.2
Montana,MT,Master's Degree,2018,767,11513,32.95
Montana,MT,Some College Credit,2018,2594,11513,28.2
Montana,MT,Unknown,2018,42,11513,28.9
Montana,MT,9th > 12th Grade,2019,897,11070,24.15
Montana,MT,> 8th Grade,2019,253,11070,27.65
Montana,MT,Associate Degree,2019,1016,11070,29.9
Montana,MT,Bahcelor's Degree,2019,2361,11070,31.2
Montana,MT,Doctorate,2019,286,11070,33.65
Montana,MT,High School Grad,2019,2963,11070,26.35
Montana,MT,Master's Degree,2019,792,11070,32.95
Montana,MT,Some College Credit,2019,2489,11070,28.25
Montana,MT,Unknown,2019,13,11070,30.9
Montana,MT,9th > 12th Grade,2020,801,10777,24.1
Montana,MT,> 8th Grade,2020,223,10777,28.3
Montana,MT,Associate Degree,2020,996,10777,29.95
Montana,MT,Bahcelor's Degree,2020,2506,10777,31.3
Montana,MT,Doctorate,2020,312,10777,34.25
Montana,MT,High School Grad,2020,2803,10777,26.4
Montana,MT,Master's Degree,2020,774,10777,33.3
Montana,MT,Some College Credit,2020,2362,10777,28.6
Montana,MT,9th > 12th Grade,2021,810,11216,23.95
Montana,MT,> 8th Grade,2021,220,11216,27.45
Montana,MT,Associate Degree,2021,1073,11216,29.9
Montana,MT,Bahcelor's Degree,2021,2639,11216,31.5
Montana,MT,Doctorate,2021,363,11216,33.65
Montana,MT,High School Grad,2021,2932,11216,26.5
Montana,MT,Master's Degree,2021,909,11216,33.1
Montana,MT,Some College Credit,2021,2270,11216,28.6
Nebraska,NE,9th > 12th Grade,2016,2048,26574,24.85
Nebraska,NE,> 8th Grade,2016,1139,26574,29.7
Nebraska,NE,Associate Degree,2016,2752,26574,29.6
Nebraska,NE,Bahcelor's Degree,2016,6504,26574,30.55
Nebraska,NE,Doctorate,2016,789,26574,32.8
Nebraska,NE,High School Grad,2016,4942,26574,26
Nebraska,NE,Master's Degree,2016,2487,26574,31.9
Nebraska,NE,Some College Credit,2016,5913,26574,27.35
Nebraska,NE,9th > 12th Grade,2017,2060,25809,25.4
Nebraska,NE,> 8th Grade,2017,1156,25809,29.95
Nebraska,NE,Associate Degree,2017,2674,25809,29.7
Nebraska,NE,Bahcelor's Degree,2017,6143,25809,30.5
Nebraska,NE,Doctorate,2017,749,25809,32.5
Nebraska,NE,High School Grad,2017,4942,25809,26
Nebraska,NE,Master's Degree,2017,2424,25809,31.95
Nebraska,NE,Some College Credit,2017,5661,25809,27.3
Nebraska,NE,9th > 12th Grade,2018,1965,25488,25.5
Nebraska,NE,> 8th Grade,2018,1038,25488,29.9
